student_id,age,gender,class_year,previous_gpa,prior_course_grade,attendance_rate,absence_hours,study_hours_week,weekly_questions,quiz_average,assignment_average,assignment_on_time,midterm,practice_test_score,lms_login_count,video_watch_minutes,motivation,self_efficacy,academic_anxiety,time_management,self_regulation,preferred_learning_type,recommendation_completion_rate,conceptual_understanding,problem_solving,application_skills,critical_thinking,advanced_topics,weakest_topic,learning_risk_score,learning_risk_level,recommended_activity,recommended_duration_min,expected_learning_gain,final_grade
10100,21,M,2,2.83,94.9,76.6,10.8,11.0,319,99.3,93.0,66.0,87.8,96.3,28,519,3.44,3.74,2.03,4.49,3.43,Video,68.3,100.0,98.2,100.0,76.3,94.1,Critical Thinking,13.7,Low,Critical Thinking Activity,20,4.37,91.0
10101,18,F,1,3.45,86.2,97.4,0.2,13.2,412,98.1,92.8,84.6,84.3,83.7,31,467,2.93,3.12,2.91,2.9,3.07,Video,39.3,92.1,95.9,83.2,97.8,100.0,Application Skills,15.4,Low,Application Exercise,20,1.63,90.4
10102,21,F,1,2.35,37.1,96.7,0.0,0.5,157,54.2,64.8,69.7,38.8,49.6,16,271,2.74,2.87,2.7,2.85,3.47,Video,53.9,63.5,55.6,61.4,60.0,40.9,Advanced Topics,45.7,Medium,Advanced Practice,25,4.93,53.0
10103,21,M,3,2.42,79.4,92.8,4.8,9.3,379,77.0,80.4,94.7,90.8,90.9,27,364,3.81,4.16,2.02,4.34,3.95,Video,84.2,87.9,100.0,88.4,81.1,92.8,Critical Thinking,13.5,Low,Critical Thinking Activity,20,6.52,93.8
10104,20,M,3,2.87,88.9,66.4,15.6,5.8,173,82.9,89.7,68.5,76.0,91.0,16,235,3.42,4.25,3.05,3.53,3.71,Video,65.3,88.5,84.6,93.9,89.7,74.1,Advanced Topics,26.5,Low,Advanced Practice,30,3.21,76.5
10105,21,F,2,3.19,80.2,75.1,14.9,13.3,358,86.5,83.3,75.0,84.4,95.5,29,307,3.95,4.3,2.24,3.96,4.22,Video,66.1,96.9,100.0,100.0,100.0,100.0,Conceptual Understanding,15.8,Low,Concept Review,20,5.08,91.6
10106,22,F,1,3.02,74.6,88.5,7.6,10.4,340,98.7,84.6,85.2,93.9,77.2,28,495,4.69,4.04,2.21,4.12,3.71,Video,78.9,100.0,90.4,100.0,96.2,96.5,Problem Solving,13.4,Low,Practice Questions,30,4.83,83.8
10107,26,F,2,2.67,84.1,89.0,2.7,5.2,295,83.6,83.6,88.3,83.0,95.4,35,279,3.08,3.78,2.47,4.21,3.76,Video,49.0,99.0,98.7,98.2,80.6,92.1,Critical Thinking,18.7,Low,Critical Thinking Activity,25,4.71,89.5
10108,22,M,2,2.51,84.4,95.1,5.8,8.2,305,76.9,77.2,86.9,80.3,83.3,34,452,3.08,3.85,2.84,2.86,3.92,Video,58.0,88.3,92.9,87.7,82.8,93.4,Critical Thinking,20.6,Low,Critical Thinking Activity,20,3.09,84.8
10109,22,M,3,2.57,61.9,87.9,7.7,10.6,368,82.3,83.0,67.4,66.2,66.8,37,345,3.23,3.48,3.1,3.85,3.61,Video,58.7,74.2,100.0,64.1,70.7,84.9,Application Skills,26.1,Low,Application Exercise,20,6.42,77.2
10110,21,F,3,2.61,77.4,80.7,12.1,10.9,315,96.4,97.8,96.7,97.4,87.8,35,541,3.47,3.48,1.0,4.2,3.51,Video,53.6,100.0,100.0,97.6,98.2,100.0,Application Skills,10.4,Low,Application Exercise,25,5.66,90.2
10111,18,M,2,2.46,78.1,86.5,5.9,5.7,331,67.5,62.8,86.0,57.5,75.8,29,528,2.96,3.31,3.68,2.78,3.05,Video,31.4,92.2,82.6,83.5,63.7,66.1,Critical Thinking,38.5,Medium,Critical Thinking Activity,35,2.59,59.2
10112,21,M,1,2.57,68.6,75.0,15.0,10.1,359,73.1,85.9,91.2,70.1,70.8,21,251,4.35,3.55,2.8,4.03,3.54,Video,65.7,81.4,76.0,83.8,73.8,87.6,Critical Thinking,27.8,Low,Critical Thinking Activity,20,4.41,75.5
10113,22,M,4,2.94,55.6,83.2,11.5,9.6,266,96.7,66.8,88.2,56.6,71.9,31,323,3.41,2.85,1.77,3.44,3.26,Video,56.7,71.6,99.7,71.6,78.7,90.9,Conceptual Understanding,24.0,Low,Concept Review,20,3.99,80.0
10114,27,M,2,3.19,79.0,84.9,8.1,7.7,251,97.4,96.0,85.9,79.0,95.7,32,451,3.76,4.25,3.19,3.58,3.97,Video,52.1,96.6,100.0,85.6,100.0,90.7,Application Skills,18.0,Low,Application Exercise,20,3.43,88.2
10115,21,F,3,2.56,52.9,69.1,21.0,0.5,21,50.9,51.1,46.3,58.7,39.3,16,150,1.87,1.36,3.97,1.12,1.84,Video,18.1,55.7,53.7,68.4,54.1,38.0,Advanced Topics,54.9,Medium,Advanced Practice,25,1.04,36.4
10116,22,F,1,3.83,71.2,100.0,0.1,5.6,290,89.9,76.4,77.0,87.3,79.6,31,413,3.57,3.71,2.05,2.82,3.45,Video,60.3,99.4,84.3,100.0,88.6,99.1,Problem Solving,18.3,Low,Practice Questions,25,4.07,78.2
10117,21,F,2,3.33,70.5,74.7,16.2,4.9,177,78.0,85.4,95.6,75.0,77.2,31,274,3.28,3.45,3.39,3.9,3.37,Video,50.9,92.1,74.9,86.4,90.0,74.3,Advanced Topics,26.7,Low,Advanced Practice,30,6.5,84.0
10118,19,F,1,1.99,43.2,45.0,30.8,0.5,59,49.1,42.3,65.4,30.2,31.2,4,277,1.0,1.78,3.5,1.81,1.46,Video,9.0,57.6,49.6,52.4,37.6,20.5,Advanced Topics,61.2,High,Advanced Practice,30,2.5,38.0
10119,24,F,2,1.98,83.0,84.9,9.5,11.9,391,87.4,84.5,79.4,87.5,74.4,31,463,4.2,3.77,2.51,3.79,3.17,Video,72.4,89.2,99.3,94.1,68.5,95.9,Critical Thinking,19.8,Low,Critical Thinking Activity,25,6.07,77.0
10120,23,M,4,1.72,41.9,49.4,24.5,2.0,95,45.9,33.6,36.4,27.4,37.9,12,42,2.45,1.94,2.98,2.49,2.13,Quiz,43.8,46.9,38.3,55.8,46.5,44.6,Problem Solving,62.9,High,Practice Questions,35,3.39,28.2
10121,23,F,2,3.25,76.4,100.0,0.7,16.4,567,100.0,100.0,100.0,100.0,100.0,57,672,5.0,3.82,2.25,5.0,5.0,Video,88.9,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,6.5,Low,Concept Review,20,5.04,99.5
10122,19,F,1,2.94,92.5,100.0,0.0,13.7,415,89.2,100.0,100.0,86.5,100.0,42,482,4.62,4.31,1.48,5.0,4.67,Video,85.3,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,11.5,Low,Concept Review,20,6.26,89.6
10123,25,F,1,2.93,54.2,89.8,3.9,5.5,251,78.5,67.0,72.3,52.4,52.9,22,424,3.58,2.97,2.84,2.69,3.18,Video,55.7,75.4,53.0,85.5,65.5,65.9,Problem Solving,34.7,Low,Practice Questions,25,5.55,65.3
10124,18,M,2,2.94,56.5,80.7,14.1,4.1,168,65.6,62.9,80.2,72.6,73.1,24,216,3.3,3.2,1.82,3.35,2.97,Video,52.2,79.4,85.8,52.7,75.8,71.2,Application Skills,25.9,Low,Application Exercise,30,1.92,84.1
10125,23,F,1,3.7,92.4,100.0,0.0,12.2,424,94.7,100.0,100.0,100.0,94.3,36,596,4.55,5.0,1.71,4.95,5.0,Video,89.6,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,5.4,Low,Concept Review,25,7.69,96.0
10126,26,F,1,2.72,74.4,71.7,13.6,9.1,324,75.8,74.2,93.1,73.2,58.9,37,358,4.11,2.8,3.59,4.26,4.04,Video,72.4,94.2,79.3,77.1,89.7,82.9,Application Skills,30.5,Low,Application Exercise,20,8.85,74.5
10127,19,F,3,2.17,47.8,61.6,20.4,0.5,83,42.4,49.0,61.2,33.5,41.1,5,75,2.03,2.24,2.82,2.16,1.94,Quiz,9.1,37.8,38.6,52.0,54.3,29.1,Advanced Topics,54.2,Medium,Advanced Practice,25,3.06,49.9
10128,20,F,2,2.31,80.1,77.3,9.9,6.4,244,81.4,97.8,58.2,77.5,87.6,14,164,3.08,3.51,2.37,2.19,2.82,Video,54.8,64.5,91.0,74.2,64.7,56.9,Advanced Topics,23.9,Low,Advanced Practice,20,5.9,80.3
10129,22,M,2,3.3,100.0,93.3,6.5,9.0,293,99.3,88.7,81.8,95.3,96.8,31,465,3.32,4.18,2.47,3.42,4.17,Video,62.5,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,10.6,Low,Concept Review,25,5.45,92.5
10130,20,M,4,3.01,55.2,52.8,24.6,6.4,142,82.7,82.3,76.7,62.5,71.1,19,282,3.03,3.78,1.52,1.95,2.57,Video,41.8,97.4,64.8,75.1,59.2,73.9,Critical Thinking,30.2,Low,Critical Thinking Activity,25,4.57,69.5
10131,18,F,1,2.73,69.6,86.1,8.7,17.5,494,100.0,98.8,89.5,100.0,87.5,44,510,4.09,4.53,1.3,4.2,3.71,Video,74.2,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,7.7,Low,Concept Review,20,4.09,90.3
10132,22,M,4,3.11,72.9,78.3,14.6,13.9,356,96.9,100.0,90.8,76.3,91.9,40,380,4.39,4.9,2.36,4.1,4.22,Video,76.0,100.0,99.8,86.0,92.8,95.3,Application Skills,15.1,Low,Application Exercise,25,6.83,90.4
10133,19,M,2,1.8,54.8,59.1,21.5,2.5,154,56.6,60.7,75.5,43.2,52.1,20,317,2.32,3.06,3.47,2.74,2.55,Video,17.4,75.2,50.8,52.1,50.0,50.6,Critical Thinking,48.6,Medium,Critical Thinking Activity,30,3.23,53.5
10134,23,M,4,2.99,53.6,52.9,27.0,0.5,101,55.4,57.6,60.8,43.3,39.4,10,1,1.87,2.62,2.63,1.1,1.76,Quiz,30.0,61.1,47.0,72.3,48.1,45.5,Advanced Topics,49.0,Medium,Advanced Practice,30,2.49,53.7
10135,19,F,3,3.78,96.1,70.6,14.1,9.8,253,81.2,95.2,62.3,67.2,87.0,20,480,3.93,4.11,2.29,4.41,3.65,Video,69.0,100.0,80.6,95.9,78.9,100.0,Critical Thinking,23.5,Low,Critical Thinking Activity,30,6.91,82.9
10136,25,F,4,3.02,87.2,88.0,11.5,7.9,348,93.5,88.7,79.6,77.4,84.7,17,310,3.22,4.23,3.05,2.92,3.24,Video,52.1,91.3,100.0,100.0,97.3,92.0,Conceptual Understanding,20.4,Low,Concept Review,20,3.21,81.2
10137,20,F,4,2.88,63.8,59.2,24.3,3.6,200,57.9,79.8,59.6,70.3,53.5,15,102,2.14,2.89,3.43,2.35,2.08,Quiz,31.9,74.3,65.1,84.3,62.8,52.4,Advanced Topics,42.4,Medium,Advanced Practice,35,2.1,54.7
10138,21,M,2,1.87,53.7,71.5,15.3,0.5,59,73.4,52.8,83.0,51.0,47.5,21,201,2.82,3.38,2.94,3.02,2.99,Video,35.3,75.4,49.5,56.3,48.6,43.8,Advanced Topics,40.6,Medium,Advanced Practice,25,3.37,59.3
10139,23,F,4,3.74,94.6,91.1,3.4,8.7,407,98.0,100.0,96.1,100.0,100.0,36,369,4.66,5.0,2.05,4.41,4.96,Video,91.5,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,5.7,Low,Concept Review,20,5.23,100.0
10140,19,F,2,2.49,44.2,54.5,24.8,2.8,174,62.5,71.8,63.5,68.9,59.0,23,201,2.48,2.77,2.32,2.98,3.0,Video,41.0,70.5,70.0,81.7,67.3,55.6,Advanced Topics,37.6,Medium,Advanced Practice,35,3.78,65.1
10141,22,F,2,2.7,81.0,79.4,10.6,4.7,187,60.5,72.7,68.2,62.9,58.6,24,247,3.66,3.18,3.83,2.31,1.8,Video,41.9,70.0,60.3,77.6,78.7,69.3,Problem Solving,40.6,Medium,Practice Questions,35,0.0,57.6
10142,24,M,2,2.84,73.3,71.8,19.4,5.9,212,71.4,84.7,70.2,73.4,64.3,25,114,3.51,3.01,3.64,3.73,3.11,Video,33.7,82.5,93.1,76.6,87.3,72.2,Advanced Topics,32.6,Low,Advanced Practice,20,4.84,72.4
10143,18,F,2,4.0,86.4,74.1,11.8,12.6,398,100.0,92.5,65.2,92.7,100.0,29,554,2.82,4.32,2.2,3.28,2.67,Video,44.9,100.0,100.0,100.0,100.0,100.0,Conceptual Understanding,13.6,Low,Concept Review,25,3.38,86.3
10144,22,M,1,2.57,77.7,70.2,16.7,1.3,179,79.2,60.5,70.6,48.8,62.6,16,249,2.58,3.1,2.17,2.44,3.2,Video,39.5,76.0,87.4,84.2,75.6,61.1,Advanced Topics,35.9,Medium,Advanced Practice,30,2.76,69.5
10145,22,M,3,2.1,74.3,88.6,6.2,3.5,160,61.4,73.0,81.2,56.8,70.3,32,172,2.84,2.73,3.18,2.91,2.54,Video,41.9,82.6,72.6,70.5,65.6,59.4,Advanced Topics,39.0,Medium,Advanced Practice,30,1.85,62.8
10146,23,F,2,2.62,71.5,89.0,5.8,12.1,330,95.8,78.6,94.7,80.8,76.6,36,388,3.78,4.02,2.11,3.8,3.46,Video,67.9,67.6,100.0,86.1,100.0,98.1,Conceptual Understanding,18.5,Low,Concept Review,20,4.39,76.3
10147,19,M,3,1.98,61.4,73.5,14.4,7.2,192,84.0,71.8,81.1,74.4,71.3,20,410,3.05,3.7,3.22,3.7,3.21,Video,43.2,74.4,80.6,70.5,80.6,77.6,Application Skills,28.5,Low,Application Exercise,25,4.71,70.5
10148,19,F,4,2.25,77.7,82.8,9.2,9.9,344,81.0,74.7,87.7,80.6,82.2,25,468,3.47,3.86,1.58,3.33,4.17,Video,61.8,100.0,84.6,89.7,71.5,98.2,Critical Thinking,18.0,Low,Critical Thinking Activity,20,5.92,84.8
10149,23,M,2,1.2,31.6,79.1,13.2,2.8,167,39.4,38.2,65.1,20.0,20.0,21,308,1.84,1.08,2.06,1.71,1.58,Video,20.7,39.1,38.7,34.8,37.5,43.9,Application Skills,59.4,Medium,Application Exercise,25,0.53,35.7
10150,22,F,2,2.06,54.1,72.2,16.5,3.1,185,66.3,64.2,70.8,67.3,61.7,11,162,2.75,2.54,2.77,2.87,2.83,Video,34.6,70.0,68.3,61.1,60.1,61.2,Critical Thinking,38.8,Medium,Critical Thinking Activity,25,1.81,58.3
10151,22,M,1,2.3,73.7,67.2,18.9,1.4,119,75.9,47.0,69.8,70.5,67.7,24,210,1.69,2.33,2.56,2.45,2.35,Video,33.4,88.9,69.5,74.6,69.4,60.0,Advanced Topics,38.0,Medium,Advanced Practice,25,3.63,57.2
10152,22,M,1,2.19,52.5,55.3,18.5,2.9,62,52.6,66.0,41.7,56.6,66.8,1,186,3.29,2.15,2.67,1.95,2.88,Video,41.4,67.1,46.7,76.0,56.5,60.1,Problem Solving,47.6,Medium,Practice Questions,35,2.27,50.1
10153,20,M,1,2.54,79.9,67.3,18.6,5.3,185,84.0,99.6,81.8,84.6,77.8,28,341,3.56,3.89,2.84,4.08,4.08,Video,41.1,83.2,93.0,97.4,89.6,72.2,Advanced Topics,23.5,Low,Advanced Practice,20,4.39,81.2
10154,22,M,2,2.38,69.4,67.8,14.4,1.4,172,57.2,66.5,56.8,50.5,56.2,17,270,2.45,3.02,2.86,2.1,2.69,Video,31.1,71.8,48.9,63.3,71.6,58.9,Problem Solving,45.7,Medium,Practice Questions,35,3.03,52.6
10155,22,F,1,3.73,87.0,98.1,2.4,11.1,376,84.0,91.7,100.0,100.0,100.0,38,447,3.65,4.68,2.28,3.71,4.31,Video,60.1,100.0,100.0,100.0,100.0,88.2,Advanced Topics,7.7,Low,Advanced Practice,20,5.62,100.0
10156,20,M,4,3.01,89.4,98.2,3.9,11.9,387,100.0,95.6,85.3,95.6,100.0,33,460,3.78,3.89,1.42,4.73,3.55,Video,59.0,100.0,100.0,100.0,90.8,84.0,Advanced Topics,8.1,Low,Advanced Practice,25,5.79,91.8
10157,26,M,3,2.23,68.6,61.9,19.1,9.2,243,67.5,74.4,78.1,71.6,65.5,35,310,3.81,3.07,2.8,3.5,3.65,Video,51.4,81.6,83.3,62.6,65.7,100.0,Application Skills,31.6,Low,Application Exercise,25,2.42,72.3
10158,23,M,2,2.62,56.0,62.5,20.1,3.7,179,68.8,69.6,56.5,64.2,57.8,20,218,3.3,2.75,2.25,3.05,3.01,Video,52.9,71.6,75.5,66.5,51.1,62.5,Critical Thinking,36.4,Medium,Critical Thinking Activity,30,0.99,65.0
10159,19,F,3,1.78,62.6,65.1,18.0,2.6,118,54.0,67.7,75.0,59.6,69.5,10,250,2.53,2.09,3.28,2.9,2.24,Video,43.0,63.9,58.2,63.6,65.4,51.9,Advanced Topics,43.8,Medium,Advanced Practice,30,2.05,61.7
10160,23,M,1,1.43,54.7,65.9,21.2,3.6,206,54.2,53.2,66.7,44.7,44.1,7,83,1.71,2.51,2.26,1.49,1.79,Video,22.6,46.4,57.5,35.6,32.7,54.8,Critical Thinking,46.2,Medium,Critical Thinking Activity,30,4.53,52.9
10161,19,M,2,2.78,60.2,68.0,17.8,5.5,218,78.0,88.1,71.9,68.8,79.4,17,321,3.14,3.33,2.93,2.19,2.54,Video,35.0,88.4,78.2,65.5,70.4,70.3,Application Skills,30.7,Low,Application Exercise,30,5.89,73.9
10162,23,M,3,2.37,78.9,92.0,7.8,9.5,318,70.5,67.7,83.8,74.4,73.2,32,343,4.58,3.32,2.54,4.58,4.56,Video,85.5,71.7,80.4,92.3,94.8,80.4,Conceptual Understanding,23.5,Low,Concept Review,25,8.99,82.5
10163,24,F,2,2.79,39.4,69.8,17.4,4.3,149,64.1,67.7,58.3,47.3,58.5,7,176,3.48,3.01,3.23,2.23,2.53,Video,38.1,73.9,44.3,68.6,54.8,56.8,Problem Solving,45.2,Medium,Practice Questions,25,2.67,51.2
10164,20,M,2,2.91,62.9,80.4,11.3,11.1,342,81.9,83.4,85.7,86.6,77.3,33,556,2.88,3.71,3.13,2.91,3.55,Video,41.6,91.4,100.0,81.6,90.2,89.1,Application Skills,23.8,Low,Application Exercise,25,1.22,73.0
10165,24,F,4,3.16,84.8,82.7,9.7,10.7,242,93.2,98.7,67.7,86.3,75.6,22,392,3.92,3.65,2.59,3.7,2.76,Video,47.9,98.3,99.5,85.8,92.8,98.2,Application Skills,18.5,Low,Application Exercise,20,0.0,81.2
10166,22,M,4,2.09,59.9,80.4,12.4,0.8,87,69.1,64.6,77.0,49.1,66.3,16,223,3.24,2.88,3.26,2.56,2.96,Video,30.0,72.2,60.4,74.5,73.3,40.8,Advanced Topics,40.6,Medium,Advanced Practice,25,2.1,64.3
10167,23,F,3,3.09,66.6,82.3,6.3,3.4,217,73.0,75.4,63.4,85.2,71.7,27,201,3.53,4.0,1.54,2.94,3.15,Video,55.4,100.0,71.7,92.0,89.9,62.3,Advanced Topics,22.3,Low,Advanced Practice,30,3.76,78.2
10168,26,M,3,2.88,63.6,93.5,3.7,7.8,285,71.4,70.9,74.1,59.6,62.1,33,260,3.63,3.17,1.4,4.21,3.5,Video,69.4,79.9,73.8,70.0,85.8,71.9,Application Skills,25.8,Low,Application Exercise,20,6.78,79.2
10169,21,M,3,1.86,80.7,86.4,7.4,7.0,236,78.7,78.8,86.2,84.0,72.3,25,364,3.39,3.74,2.39,2.48,2.67,Video,46.5,83.5,87.0,90.0,81.3,93.1,Critical Thinking,21.1,Low,Critical Thinking Activity,25,4.67,81.8
10170,20,F,1,3.1,75.8,93.3,5.1,6.9,260,87.2,75.3,86.0,82.4,80.5,23,312,3.85,3.78,2.67,3.06,3.68,Video,57.5,100.0,72.7,88.3,84.6,92.1,Problem Solving,21.1,Low,Practice Questions,20,4.9,78.0
10171,20,M,2,3.35,82.7,45.0,29.9,6.3,233,68.3,64.3,62.6,62.9,55.3,18,195,2.86,2.89,3.1,2.14,2.08,Video,24.7,56.4,100.0,79.4,75.5,82.4,Conceptual Understanding,39.7,Medium,Concept Review,25,0.79,62.8
10172,20,F,1,2.88,60.8,99.3,0.0,10.5,341,88.7,75.4,100.0,74.3,78.3,30,495,4.88,4.02,2.17,3.9,3.54,Video,80.7,100.0,100.0,95.6,87.4,89.7,Critical Thinking,17.5,Low,Critical Thinking Activity,20,3.82,84.5
10173,21,M,2,2.93,65.5,91.7,4.6,6.4,293,68.6,65.7,63.3,61.7,60.2,19,262,3.77,2.83,2.65,3.18,3.13,Video,45.7,73.8,68.9,69.9,62.1,70.9,Critical Thinking,33.2,Low,Critical Thinking Activity,20,4.08,66.8
10174,22,M,2,2.22,70.2,95.3,0.4,6.2,166,69.1,70.5,68.8,60.7,70.2,26,344,2.87,2.74,1.83,2.49,2.61,Video,50.6,61.5,76.7,73.2,72.8,67.9,Conceptual Understanding,32.1,Low,Concept Review,25,4.5,64.8
10175,22,M,1,2.44,72.1,92.1,0.5,6.8,77,84.7,79.3,76.6,58.2,63.7,33,330,3.31,3.9,4.3,4.22,3.52,Video,42.6,100.0,90.7,67.6,77.0,63.5,Advanced Topics,29.3,Low,Advanced Practice,20,4.49,78.7
10176,23,M,4,2.2,52.1,75.4,15.0,7.0,213,67.5,51.1,67.3,53.8,43.5,16,241,2.49,3.27,2.8,2.44,2.27,Video,26.8,60.5,55.0,67.2,55.4,70.8,Problem Solving,39.0,Medium,Practice Questions,25,0.8,56.7
10177,22,M,4,1.62,58.2,84.1,9.9,1.8,88,68.9,65.0,80.1,51.8,43.9,10,184,2.19,3.44,2.99,3.04,2.95,Video,25.0,78.0,70.4,56.5,64.0,55.6,Advanced Topics,39.8,Medium,Advanced Practice,25,3.81,58.3
10178,25,F,3,1.36,45.8,73.5,15.5,2.2,101,54.0,56.2,52.6,44.3,31.4,12,109,2.23,1.45,2.7,2.03,2.14,Video,24.0,46.6,41.4,66.0,51.6,47.1,Problem Solving,52.4,Medium,Practice Questions,25,2.79,40.5
10179,21,F,2,1.9,60.2,63.9,22.5,4.4,89,57.0,58.9,53.8,62.8,64.0,1,31,2.34,1.85,3.87,1.54,1.0,Practice,22.8,59.1,54.8,57.0,62.7,46.7,Advanced Topics,46.3,Medium,Advanced Practice,30,0.0,53.2
10180,27,M,4,2.73,67.3,85.9,6.4,2.9,261,71.5,66.8,77.7,52.3,64.8,26,309,3.39,2.78,1.76,3.85,3.89,Video,69.7,74.7,52.9,65.3,76.5,69.7,Problem Solving,35.4,Medium,Practice Questions,25,3.98,64.6
10181,23,M,1,2.76,65.0,53.3,22.8,0.5,111,49.7,56.6,71.5,66.0,57.0,14,94,2.41,2.54,2.88,1.64,1.9,Video,33.3,68.1,53.1,58.0,63.0,59.7,Problem Solving,44.8,Medium,Practice Questions,30,3.32,57.3
10182,20,M,3,2.56,50.3,75.6,13.3,5.5,242,73.0,62.1,65.2,57.6,63.7,23,391,2.53,1.71,2.55,2.77,2.93,Video,45.2,77.2,65.8,60.5,69.5,58.0,Advanced Topics,37.9,Medium,Advanced Practice,35,3.17,63.4
10183,19,M,1,2.83,56.7,61.3,20.6,4.1,174,41.7,58.4,53.9,49.1,57.2,10,157,1.83,2.35,3.08,2.01,1.61,Video,9.0,58.2,71.5,65.7,58.5,40.9,Advanced Topics,51.2,Medium,Advanced Practice,30,3.59,47.0
10184,23,F,3,2.72,63.6,58.7,21.0,6.5,179,77.6,80.3,53.6,79.6,73.5,11,102,3.32,4.05,3.25,3.16,2.44,Video,40.5,91.5,92.7,77.3,92.2,88.3,Application Skills,29.0,Low,Application Exercise,25,3.72,72.7
10185,21,M,1,3.43,73.2,75.6,13.3,5.9,235,89.9,98.6,90.5,74.7,86.6,26,321,3.53,4.17,2.15,4.28,3.49,Video,57.3,100.0,92.0,96.2,100.0,89.8,Advanced Topics,20.1,Low,Advanced Practice,20,3.67,86.7
10186,23,F,4,2.24,63.6,60.5,20.5,6.1,269,54.5,60.9,66.1,56.1,60.0,17,252,2.87,2.51,2.13,2.8,2.91,Video,57.2,63.0,62.6,68.4,51.6,62.0,Critical Thinking,41.3,Medium,Critical Thinking Activity,25,3.91,59.7
10187,23,F,4,1.99,47.0,45.4,26.4,3.7,47,55.5,53.3,49.0,41.4,58.3,1,199,2.29,1.92,3.07,2.12,1.49,Video,12.4,65.8,34.0,66.5,62.9,42.3,Problem Solving,53.6,Medium,Practice Questions,35,1.32,45.2
10188,21,F,1,1.95,68.8,63.4,19.3,0.5,70,46.6,54.0,58.3,37.3,51.3,12,59,1.94,2.34,4.23,1.0,2.01,Video,22.1,62.6,49.1,65.4,61.0,24.0,Advanced Topics,57.2,Medium,Advanced Practice,30,0.89,43.5
10189,20,F,2,2.58,61.3,100.0,0.0,2.9,168,64.3,64.3,96.4,65.0,57.2,27,327,3.18,3.38,2.91,4.48,3.76,Video,66.4,84.0,67.7,77.2,65.0,78.0,Critical Thinking,31.9,Low,Critical Thinking Activity,25,3.56,71.1
10190,18,F,4,2.22,59.3,77.5,12.8,4.5,186,71.8,74.7,74.3,56.4,56.4,18,347,3.57,2.64,2.77,2.34,1.98,Video,55.7,80.8,60.9,54.8,64.5,65.4,Application Skills,37.6,Medium,Application Exercise,30,4.19,62.9
10191,21,F,2,2.55,56.4,87.9,5.4,6.4,253,67.3,51.4,77.9,46.2,54.7,25,359,3.59,2.72,2.56,3.08,2.85,Video,48.9,70.6,78.4,73.2,73.4,65.6,Advanced Topics,40.2,Medium,Advanced Practice,25,4.86,55.6
10192,23,M,4,1.5,40.2,58.3,25.1,0.5,138,35.6,49.4,52.9,45.7,54.2,9,232,1.79,1.86,4.06,2.14,2.24,Video,23.8,38.0,42.1,59.4,46.2,36.5,Advanced Topics,59.4,Medium,Advanced Practice,25,3.13,39.3
10193,22,F,3,1.91,58.9,46.7,32.5,7.0,113,62.4,76.8,56.7,52.3,60.9,8,315,2.34,2.52,2.09,2.49,2.31,Video,53.6,62.4,56.4,61.0,62.7,57.0,Problem Solving,41.9,Medium,Practice Questions,30,5.6,59.3
10194,19,F,2,2.9,80.0,81.7,11.4,7.6,249,88.8,81.0,83.4,66.0,71.0,18,283,4.04,3.71,2.71,3.97,3.9,Video,63.0,87.6,77.9,96.7,80.3,95.1,Problem Solving,24.5,Low,Practice Questions,25,4.11,80.5
10195,22,F,2,2.8,75.4,81.6,7.0,3.5,229,83.3,75.4,83.1,84.6,78.9,18,349,4.03,3.75,1.84,4.29,3.28,Video,56.2,100.0,84.6,80.8,69.3,68.3,Advanced Topics,19.1,Low,Advanced Practice,20,6.7,87.6
10196,22,F,1,2.11,50.1,64.8,22.4,2.7,150,74.2,67.4,64.8,45.4,56.4,16,310,2.61,2.28,1.89,2.44,2.57,Video,25.9,51.8,71.5,63.8,63.8,34.8,Advanced Topics,40.7,Medium,Advanced Practice,35,1.21,61.1
10197,20,F,3,2.69,52.8,76.0,16.3,5.7,223,80.9,77.3,73.1,43.3,66.5,17,402,3.59,3.26,2.83,2.65,2.7,Video,53.7,62.1,76.3,70.5,65.6,67.8,Conceptual Understanding,38.4,Medium,Concept Review,25,2.12,60.4
10198,22,F,2,1.87,48.4,75.4,13.6,2.5,101,56.1,62.7,56.5,55.3,68.4,14,283,2.81,2.69,2.62,3.42,2.37,Video,26.6,80.9,57.2,63.2,62.8,74.1,Problem Solving,42.5,Medium,Practice Questions,25,0.0,56.7
10199,22,M,2,2.46,65.2,83.6,11.7,3.0,139,87.6,66.2,79.2,61.6,73.1,29,311,3.14,3.47,2.13,3.32,2.95,Video,48.7,64.6,80.2,77.4,81.0,63.3,Advanced Topics,29.4,Low,Advanced Practice,30,3.0,69.7
10200,19,M,2,2.67,62.3,58.7,21.6,0.5,118,57.6,63.4,60.4,47.8,52.7,1,74,3.03,2.28,2.24,3.08,2.33,Quiz,47.6,64.5,63.0,90.8,69.1,42.5,Advanced Topics,46.2,Medium,Advanced Practice,30,2.37,56.3
